training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,reconstruction_error_mean,reconstruction_error_std,num_components
0.0012046582000003,0.0002662796203515,0.0516024000000001,0.0309544421301107,0.0958844081366182,0.0007087732846163,2.0
0.0009956082000002,0.0001526390830835,0.0376910582,0.017400295764507,0.0958688225913571,0.0011279826885592,3.0
0.0018871833999995,0.0013106328249559,0.0861815248000002,0.0450852909100171,0.0957756857462269,0.0007844237584806,4.0
0.0011020668,0.0002056852057262,0.0973112834000002,0.0483452690721213,0.0950063298852204,0.0012905239531508,5.0
0.0010698665999996,0.0001464267755543,0.0734670999999998,0.0279871242950245,0.0947573407380925,0.0006227561628545,6.0
0.0013515084000005,0.000609259167062,0.0807367999999996,0.025350500824235,0.0942097438935982,0.0005891615991078,7.0
0.0011134832000003,0.0001756792672153,0.0840475997999995,0.0292993569276009,0.0929410080577804,0.000923956289194,8.0
0.0010483336,0.0001628706691762,0.0508597082000001,0.0104211640954113,0.0925768403086838,0.0019300898286158,9.0
0.002136775200001,0.0014126227179198,0.1403537082000006,0.0319956484369923,0.0929950766344592,0.0016769978916802,10.0
0.0020433747999994,0.0013717679534579,0.1390899836000002,0.0697239238355226,0.0918703547667429,0.0003844591370787,11.0
0.0016002415999999,0.0008889262748913,0.1804462248,0.0165879973271267,0.091611064466809,0.0017936807779284,12.0
0.0070522666000002,0.0111379501779702,0.1369325418000002,0.0417926881943261,0.0910493746722166,0.0010298229206,13.0
0.0014774335999995,0.0009005522071542,0.1522081167999999,0.0466950355762324,0.0902886200305677,0.0016519487351975,14.0
0.0070319250000011,0.0074774560880349,0.1531099833999988,0.0357094112968106,0.0896022794765237,0.0017216708079092,15.0
0.002221066600002,0.0023274004920378,0.1352136330000021,0.0389030340023457,0.0906178038458018,0.0012868567666512,16.0
0.0027232081999983,0.003408830717204,0.1964065247999997,0.0296626097888354,0.0904771898193801,0.0016436574890086,17.0
0.0011214832000007,7.344927687301573e-05,0.087957974999999,0.02724264760509,0.0878836036274941,0.0008291660088739,18.0
0.0048700584000002,0.0076015730350613,0.0291223834000007,0.0071622356205999,0.0886475855388373,0.0009269674942358,19.0
0.0010879748000022,0.0001627974953283,0.0664313832000004,0.0455227931170395,0.0879931691304244,0.002208537746672,20.0
0.0011839250000008,0.0005556125124345,0.1823218585999981,0.0360828194393027,0.0867172382990139,0.0015983247444978,21.0
0.0011292665999988,7.39370689006834e-05,0.2405464249999994,0.0753953016758008,0.0865341452853406,0.000877201370205,22.0
0.0056434500000008,0.0084486519356799,0.1477147665999979,0.0500018243334289,0.0854430093334608,0.0020097556379706,23.0
0.002298650199998,0.0015219387373627,0.0459792497999984,0.0167897747468188,0.0849443242758622,0.0024908108298044,24.0
0.0014197836000008,0.0005185281631068,0.1131198168000011,0.0374519216034698,0.0853719535511941,0.0016685956799028,25.0
0.0010968000000005,0.000164482403178,0.1284023583999996,0.0516145225231619,0.0834886922110633,0.0022544915701044,26.0
0.0010421583999999,0.0001496404695018,0.1518752665999983,0.0623693054150792,0.0852240131456494,0.0011101981876118,27.0
0.0038562331999983,0.0054107888245148,0.0786167668000004,0.0406266322041679,0.0839874517473236,0.0013656991255466,28.0
0.0046719918000022,0.0058563139782308,0.0774575167999998,0.0757734627163032,0.0827858882928021,0.0012689859151696,29.0
0.0017100331999998,0.0007770090108629,0.171280408600002,0.0966979702801471,0.0834014894076232,0.0003836414145048,30.0
0.0010677499999999,0.0001247847460867,0.1539582002000031,0.0446224824997077,0.0826292104505048,0.0015422037451579,31.0
0.0010989330000001,0.0001510622070893,0.1623605165999976,0.0384552713929251,0.0803736897554819,0.0019143847343742,32.0
0.0076090747999984,0.0128129872651222,0.1425123415999962,0.0401756364713014,0.0806735946711767,0.001156414007436,33.0
0.0011158751999971,0.0001058618856483,0.2111569000000002,0.0724110788527868,0.0800723496115255,0.0022993702373915,34.0
0.005641866800002,0.0076153369171164,0.1950070750000009,0.0685127580180804,0.0780099090564327,0.0016708117138832,35.0
0.0012738333999976,0.0002680850041281,0.1564675999999963,0.0898217256576085,0.0784662284849168,0.0034312345732742,36.0
0.001309691800003,8.916498699012148e-05,0.1156980082000018,0.055602360768568,0.0774413197065828,0.0004055713977206,37.0
0.0011271249999992,0.0001561284998705,0.1783061833999994,0.0882545087460794,0.0770620999461564,0.0013793330414966,38.0
0.0088272497999952,0.013804950722522,0.0998180000000019,0.0468617519377746,0.0787061039038493,0.002195185682684,39.0
0.0012404167999989,0.0001278043271506,0.0948164250000047,0.0464424833065015,0.0761392111451733,0.0015069800291921,40.0
0.006273741800004,0.0102321392893304,0.167519466600001,0.0664325758906642,0.0777822178755325,0.0012196682905515,41.0
0.0024188664000007,0.0015997987081115,0.101203725000002,0.0210165006909946,0.0736177229886705,0.0021652612412688,42.0
0.003449141599998,0.0043893559877254,0.0756892334000014,0.0322433405729537,0.0755828617292133,0.0008873973033942,43.0
0.0016474583999951,0.0010838258383587,0.1636164998000026,0.0493808294026089,0.0737785626094591,0.0021825927612384,44.0
0.0063515667999979,0.0103426838603359,0.1532957167999967,0.0632770431849912,0.0741313114406951,0.0028494116311482,45.0
0.0018861332,0.0013987959067457,0.1776792665999977,0.0477178287375793,0.0736740578615016,0.0014939045244969,46.0
0.0011327500000021,0.0001328471181923,0.1142057835999992,0.0367427407618607,0.074221681830055,0.0008856002574757,47.0
0.0016594247999989,0.0008251073631438,0.089576475199999,0.023425661245477,0.0724652874510377,0.0035336568548199,48.0
0.0045931501999973,0.0055567781629188,0.1083013166,0.0405867625732139,0.0740422561859804,0.0023523388885457,49.0
0.0089481165999984,0.0155174341888899,0.1694033918000002,0.0849348000425896,0.0685951679372482,0.0024294115317238,50.0
0.0012459586000005,0.0002022076508925,0.1009620248000061,0.0318433565556928,0.0730736349540913,0.0023018279191399,51.0
0.0017982581999945,0.0014909983089763,0.1525623750000079,0.050785072539491,0.0708014150678312,0.0017896164928082,52.0
0.0012092164000023,0.0001409812070395,0.1618069834000039,0.0533352709453331,0.0716265128879345,0.0014029626847054,53.0
0.0012059497999985,0.0001807384038129,0.1604297668000015,0.0695785447880963,0.0701105454006328,0.001839676100536,54.0
0.0045043082000006,0.0059406954096169,0.0530928918000029,0.0322836864398602,0.06976725222967,0.0020871741611027,55.0
0.0030380499999978,0.0032909477654499,0.1162444084000071,0.0710669574157174,0.07179490753597,0.000803122124049,56.0
0.0149736914000015,0.0274885205759086,0.0994592997999973,0.0494473019418601,0.0702484852905347,0.0028308879210145,57.0
0.0041081747999896,0.0061180085391785,0.1540788999999904,0.0696663707934136,0.0694658087394326,0.0020289721258609,58.0
0.0012275250000016,0.0001955292081151,0.1056971497999939,0.0488715635657748,0.0666564495399416,0.0022533820643832,59.0
0.0027555165999956,0.0026033316430049,0.0907592501999943,0.0455314600419003,0.0676852380619866,0.0020054366524546,60.0
0.0012063500000067,0.0001613033549626,0.0998856333999924,0.0760681200859932,0.0669592939461012,0.0016132500570253,61.0
0.001263499800001,0.0002121992548039,0.2096364664000077,0.0506227064157342,0.0684870033603875,0.0008784492645137,62.0
0.0027394079999965,0.0025080010185694,0.1395738665999999,0.0499486824980704,0.0661205273038964,0.0031093971337571,63.0
0.0013783079999996,0.0001768020869776,0.1048129081999945,0.0560880943045252,0.0656854384836514,0.0017180287177237,64.0
0.0012622836000105,0.0001552515524574,0.1671854001999804,0.0863716465227887,0.064276468444969,0.0032638396439637,65.0
0.0013032584000143,0.0002107340841883,0.101388041600012,0.0579642414733013,0.0638638071791776,0.0011879427460343,66.0
0.0013482582000051,0.000140140371506,0.0650159418000043,0.0396551212239962,0.0631962539723161,0.0017656198347645,67.0
0.0076915834000033,0.0078320400363547,0.181543141599991,0.1433505991815051,0.0625721368033328,0.0016356805856208,68.0
0.0013318249999883,3.706264172558127e-05,0.1515629001999968,0.0677471549687653,0.0630447952659154,0.0016366279406496,69.0
0.001762783200013,0.0009450047014445,0.1088960749999955,0.0797610946128816,0.0647479008438877,0.0023767949964834,70.0
0.0124131247999912,0.0223750868420722,0.1223615000000108,0.0352854931599813,0.0626521935796901,0.0024590148961713,71.0
0.0077430917999777,0.011122144280624,0.1250079001999893,0.0602163370883636,0.0607936855209076,0.0035482572136284,72.0
0.0036650914000006,0.0048820611441986,0.0916094997999948,0.0739216815867174,0.0608851398460611,0.0030416376723878,73.0
0.0035064250000004,0.0027828597413206,0.1181686915999876,0.0301004985211157,0.0609135709145295,0.001050463072343,74.0
0.0251511667999807,0.0475554161504087,0.1676891329999989,0.0559977054607039,0.0596673784654256,0.0006256151812382,75.0
0.0018835749999993,0.0009380905053246,0.0958815417999858,0.0355351073650434,0.0597577701813455,0.0017815145279058,76.0
0.0011849168000139,0.00013346254151,0.1378327998000145,0.0555568849269469,0.0585981685181744,0.0018140371220036,77.0
0.0108930748000261,0.0122981980365762,0.1086079665999932,0.02911640808102,0.0586985382817542,0.0021854799236944,78.0
0.0012731331999589,0.0002463949242714,0.0787256582000168,0.0475905556976594,0.0583053102405845,0.0015596304086904,79.0
0.0013875747999918,0.000168742515334,0.1119687581999869,0.0692933209291251,0.0571707096451172,0.0016537424201409,80.0
0.0016488667999965,0.0007931209878167,0.1866710831999626,0.0696924957217496,0.0543716703142653,0.0029463714759764,81.0
0.0014095917999611,7.364293146497717e-05,0.0454816252,0.0292795703533131,0.0552346136401869,0.0017013632985835,82.0
0.0037986665999824,0.0050891847539914,0.0556664500000124,0.0260261922715525,0.0559385169520018,0.0038687847759287,83.0
0.0012803335999706,0.0001693573877335,0.0628367084000046,0.0476540016755825,0.0577913294327975,0.0022646960228047,84.0
0.0013469001999737,0.0001658236716152,0.056145850200005,0.0437397768720874,0.0553036045325635,0.0011748917325414,85.0
0.0012807920000341,0.0001910719744419,0.0512514418000137,0.0331944367237095,0.0541840910652602,0.0013427546625251,86.0
0.0085755664000316,0.0146486617891145,0.1130743663999965,0.0522987089673043,0.0561863841374465,0.0021412434882576,87.0
0.0043062250000275,0.0057721824559863,0.099107933399955,0.0658854711374106,0.0543791020455227,0.0009341226655655,88.0
0.0084241334000125,0.0142074713727519,0.0793771752000111,0.0369159844133116,0.054416697358123,0.0022933213028598,89.0
0.0022712498000373,0.0019705609140145,0.1038849752000032,0.0556869984352904,0.0532210523521998,0.0022005364138984,90.0
0.0014488836000055,0.0003080774783225,0.0804291001999899,0.0372330691602509,0.0506043005327053,0.0022900966077306,91.0
0.0017033250000395,0.0008808807252949,0.1015424918000007,0.0387231561955677,0.0505469101914118,0.0017826151612085,92.0
0.0013975079999909,0.0001276624772081,0.0999422083999888,0.029795693987482,0.0513711181471326,0.0022607474949892,93.0
0.0013951168000176,0.0001464829861267,0.1091092416000265,0.0379873451870025,0.0493508793090358,0.0017374392118549,94.0
0.0014446163999764,0.0002574602789233,0.0723903085999836,0.0310561152933683,0.0508492552767007,0.0023996877184338,95.0
0.0045198746000096,0.0065415669193,0.1046600416000274,0.0196375356986197,0.0503953947925136,0.0034703387541499,96.0
0.0068650584000351,0.0087741955027588,0.1067244169999639,0.0336183453334773,0.0494657432714914,0.0018733574435644,97.0
0.0014472247999947,0.000128420442063,0.0575779750000265,0.0249363690228523,0.0518362838868142,0.0024008787604108,98.0
0.0015181330000359,4.481631739799696e-05,0.0883317915999668,0.0441570691040247,0.0484870033572688,0.0014044771537299,99.0
0.0043961084000329,0.0057162935157881,0.0447646750000103,0.0323795943188875,0.0491171905824602,0.001664228361335,100.0
0.0026455167999984,0.0027434154660745,0.069325608400004,0.0420681516938324,0.0453186870256051,0.0021685507504226,101.0
0.0029969668000148,0.0032937975632505,0.0730433250000032,0.0469409765357484,0.0478487653232916,0.0020987810021421,102.0
0.0021512248000135,0.0015811293344366,0.072392566800022,0.0353782604133784,0.0447299350747801,0.002985440021639,103.0
0.0013872750000018,0.0002022880217053,0.0636095251999904,0.0359854869225715,0.0465886199986532,0.0025542447716929,104.0
0.0014815002000204,0.0001913275264021,0.0911457165999991,0.0558997299332254,0.0446615711118128,0.0022919223161329,105.0
0.0033449082000061,0.0024809645109036,0.0780686247999938,0.0313874014437403,0.0449372895874757,0.0016380799027536,106.0
0.0063874086000168,0.0099067491110728,0.0631024831999866,0.0367231679084012,0.0435208244005556,0.0013470110448031,107.0
0.0013617750000321,0.0001449161066191,0.1117285833999858,0.0363004044979268,0.0415441635486322,0.0025278420242976,108.0
0.0013862164000101,0.0001783089322201,0.0594256332000213,0.0468071052064171,0.042264834740334,0.0022886281241847,109.0
0.0046285168000395,0.0051011045433004,0.08479140860004,0.0420665665726332,0.044644915022852,0.0022282829073072,110.0
0.0019125583999993,0.001081691502314,0.0639414164000072,0.038189636153678,0.0414346502444181,0.0024793028275619,111.0
0.0013056083999799,0.0001392797344178,0.0549697750000177,0.0453910792817496,0.0413112153148015,0.0025405540908618,112.0
0.0013199248000319,0.0001507873066785,0.0992509670000117,0.0424774972621914,0.0422142310712368,0.0032122105478835,113.0
0.0014718167999944,0.0001436847054876,0.0589237249999996,0.0486645553182613,0.0407961380060973,0.0017974899133682,114.0
0.0015527167999835,7.235403000951173e-05,0.1058830583999906,0.0522823618734847,0.0395622262573475,0.0022142066312946,115.0
0.0020980415999929,0.0012335800212602,0.0712914000000637,0.0314194922403322,0.0394750300738599,0.0038335666357638,116.0
0.0018090086000029,0.0009632187811871,0.1054010586000004,0.0386137956084694,0.0369654819327118,0.0019966754240873,117.0
0.0012764416000209,9.742098114199576e-05,0.0837799255999925,0.0599489668487259,0.0375254451064906,0.0038374988289518,118.0
0.0014824331999989,0.0001628078564398,0.0598581918000263,0.0316723554766576,0.0376262541012822,0.0027775004925063,119.0
0.0013973001999829,0.0001541512443118,0.0322737837999966,0.0285106544134916,0.0363176244921462,0.0024956262338707,120.0
0.0014944750000267,0.0001452636527429,0.0796991499999876,0.0245268202486696,0.038631286423674,0.0026492250494526,121.0
0.0030059249999794,0.0019401300523732,0.0963414834000332,0.0378142968985455,0.0391129145197279,0.0014618311844809,122.0
0.0014564163999921,0.000117176320223,0.0907699502000014,0.0480071017625456,0.0356129197617198,0.0030195539036401,123.0
0.0019251083999733,0.0011096911730705,0.1061031079999793,0.0375937265426177,0.0360778033428652,0.0027826980550061,124.0
0.0014090919999944,0.0001749757756458,0.0929696999999805,0.0595448612576667,0.0335856586171432,0.0013082146790608,125.0
0.0017624082000111,0.0007678965067812,0.0963880999999901,0.0253676709218888,0.0354953495728949,0.0012473034783987,126.0
0.0023773665999669,0.0017749610121151,0.101523791600016,0.0396182688116898,0.0347757898063817,0.0018542672093568,127.0
0.0013561248000314,0.0001616776009726,0.0676832002000082,0.023633856338381,0.0338774541423929,0.0023870580793482,128.0
0.0014509832000157,0.000216631887816,0.0175400497999817,0.0262235986329772,0.0341549370846983,0.0026179699253032,129.0
0.0023755081999979,0.0012954168339413,0.006406375199981,0.003413257010842,0.0326898579185717,0.001936533805256,130.0
0.0017946832000234,0.0004188910061333,0.0091758836000053,0.0096019915336907,0.031744682852281,0.001415226803001,131.0
0.0025954252000019,0.0020274686951776,0.0149178415999585,0.0165921733462171,0.03060346022911,0.0013242700937061,132.0
0.0018312251999759,0.0008131479642002,0.0080469913999877,0.005025921937042,0.0307600198684187,0.0029865930998468,133.0
0.0015509584000028,0.0001256938868454,0.0058746919999975,0.0020412341463536,0.0291562244713009,0.0026951217079864,134.0
0.0021864750000304,0.0012078567714609,0.0057323918000292,0.0031616008284759,0.0301106613076326,0.0020083307871178,135.0
0.0014729081999803,0.0001528469840079,0.01743349999997,0.0130993443957082,0.0304045876715073,0.0021816989679604,136.0
0.0015802331999793,0.0001726168834243,0.0177606077999826,0.0130576195047953,0.0302946984847252,0.0030135659815791,137.0
0.0023661002000153,0.0010864867494958,0.0580961332000242,0.0157403469196523,0.029793232705522,0.0013796060301218,138.0
0.0017986666000297,0.0003847074582607,0.0208752418000358,0.0323210792743198,0.0287952971753459,0.003321112537133,139.0
0.0021141663999969,0.0008649570112922,0.0241253332000042,0.0240814036325982,0.0270814295775874,0.00242720444932,140.0
0.0046012915999881,0.0062747329842888,0.0319770332000189,0.0233547992160357,0.0276704853658085,0.002819895659899,141.0
0.0014612334000048,0.0001699892009898,0.0143972417999748,0.0085639266349874,0.0287415276897633,0.0018825671187178,142.0
0.001424033399985,0.0001139522914083,0.0128617581999606,0.0176752347564748,0.0265258610619857,0.0007244772690903,143.0
0.0017579331999741,0.0007207747201396,0.0189430332000029,0.0303088059487421,0.0257158699182062,0.0013525947383109,144.0
0.0016065165999862,0.0001418504160653,0.0139801834000081,0.0118622931964733,0.0256953151425587,0.0019775869610807,145.0
0.001437782999983,0.0001685751448363,0.0216979914000148,0.0253374477260728,0.0262384546354181,0.0028601051978858,146.0
0.0014981417999706,0.0001729254182762,0.0071841997999854,0.0019688605943105,0.0245926860876933,0.0022437263295602,147.0
0.0014187747999812,0.0001331651548337,0.0051731164000102,0.0010247533379633,0.022882373124343,0.0010003795180269,148.0
0.0017038001999935,0.0002891816296594,0.0278326250000191,0.0186969445220075,0.023755807620718,0.0013315427625284,149.0
0.0021348667999745,0.001185489353378,0.0190994416000194,0.0239018634575439,0.0239027689388752,0.0019167167473588,150.0
0.0014220995999721,0.0001800548413836,0.011342483400017,0.008304742976078,0.0231757626813293,0.0013561117541228,151.0
0.0014437747999863,0.0001873627278477,0.0290391165999608,0.048685925846905,0.0209962846413757,0.0018882265090261,152.0
0.0023214417999724,0.00091783166996,0.0081127832000447,0.004807436301281,0.0223536085382162,0.0004657270478068,153.0
0.0016870334000259,7.346160442739864e-05,0.0039792751999584,0.0010517083644933,0.0194021516547795,0.0015946965165876,154.0
0.0041938666000078,0.0036007283881713,0.0463249501999826,0.0529345586770376,0.0212374167235633,0.0014775189278628,155.0
0.0019044833999942,0.000498169983705,0.0203419667999924,0.0250742927545547,0.0204503812361849,0.0018664613372447,156.0
0.0015808084000127,0.000121079512328,0.0217624752000119,0.0203997550194566,0.0187101531725298,0.0012053290245004,157.0
0.0018276166000077,0.0008693285233074,0.0363432083999668,0.0256913499993185,0.0200409952452529,0.0016668623682519,158.0
0.0015338917999997,0.0001388144598921,0.017210766800008,0.0248359213555027,0.0192667134369546,0.0009321007042201,159.0
0.0024052497999718,0.0014742421515462,0.0103217081999673,0.0124954675066177,0.0182600372207619,0.0025529137467384,160.0
0.0022542246000057,0.0014244558489885,0.0129927748000227,0.0126423375078763,0.0169399297597394,0.0007688706679859,161.0
0.0017461833999732,5.198108371937815e-05,0.0526849415999777,0.0653020324239935,0.0172556621939443,0.0025100382382382,162.0
0.0016449083999987,0.000150654433138,0.040321125000014,0.0318807822289352,0.0164942484422012,0.0023417169987033,163.0
0.0018722831999866,0.0004965828673487,0.0448935335999749,0.032091914151141,0.0165079240902113,0.0011993618373987,164.0
0.0030163501999822,0.0027429613054361,0.0136958417999721,0.0072012343979632,0.0151351312985706,0.002196303987697,165.0
0.0016045167999891,0.0001608829018043,0.0636796001999982,0.0634340659552225,0.0153447264536295,0.0008167638826013,166.0
0.0022821666000254,0.0011893777297805,0.0931495252000104,0.0252255128861478,0.0139941794615099,0.0016508976487732,167.0
0.001627650000023,0.0001474592240846,0.035961741799997,0.0278019073687656,0.0125008647194364,0.000480109217658,168.0
0.0020052918000374,0.0007238113055228,0.0225441333999924,0.03179262283001,0.0142511372100734,0.0017143272405013,169.0
0.0016277418000072,0.0002284226650793,0.0300758749999886,0.0339405531714051,0.0133145787571969,0.0007294634457939,170.0
0.00217001660003,0.001045372342741,0.0621754334000343,0.0567840706957548,0.0114496875611342,0.0007390270400301,171.0
0.004784466399974,0.0040695550546967,0.0204625582000289,0.0283179818872491,0.011998658454466,0.0016385880387217,172.0
0.0016838082000276,0.0001682311418975,0.0348278247999815,0.0311364137049779,0.0120148973851406,0.0019805154199702,173.0
0.0018062918000168,8.79444123795419e-05,0.0242222749999882,0.0189583547521225,0.0102960190348679,0.0005697829504871,174.0
0.0016841831999954,0.0001703487265983,0.0412370084000031,0.0648829471265021,0.0093136322553467,0.0013748632530472,175.0
0.0016544082000109,0.00015230546417,0.0168866168000022,0.0193329375654303,0.009507597003513,0.0014079860715029,176.0
0.0015418749999753,0.0002040098362993,0.0521284831999992,0.0534104212844733,0.0098415038386274,0.0022013268170038,177.0
0.0017521251999824,8.548173666298973e-05,0.0062632500000063,0.0025863531508722,0.0092356126452021,0.0012495511400019,178.0
0.0021812585999896,0.0009287885751577,0.0086605084000211,0.006879452145051,0.0091134292438027,0.0009438697606956,179.0
0.0069911750000073,0.010981936718072,0.0646703745999957,0.0360795284961081,0.0088662389700787,0.0013107675333072,180.0
0.0015195581999932,0.0001305108106168,0.0442485168000075,0.0464852124142935,0.0069749380950966,0.001204491507682,181.0
0.0018300666000186,0.0006553001929958,0.0346376665999969,0.028905501819481,0.0071627858884184,0.0012414983285115,182.0
0.0016615167999589,0.0001411771729954,0.0118261000000302,0.0126665445933567,0.0059233133949721,0.0016634557086165,183.0
0.0018103832000178,0.0001185885864197,0.0279825167999661,0.0400309883670756,0.0066981123784106,0.0005511377233325,184.0
0.001660066799991,0.0002381436891575,0.0110971999999947,0.0054965861820774,0.0053226963198477,0.0003849481828985,185.0
0.0017216334000295,0.0003429870784315,0.0278409165999846,0.0244977218313222,0.0045849513271877,0.0012409651833746,186.0
0.0021820581999691,0.0012844177828671,0.0176512249999859,0.0188628163726542,0.00499065835601,0.0010934391518697,187.0
0.0100366584000084,0.0169926244151194,0.0231247999999595,0.0279873947839594,0.0038302067989542,0.0006424503159403,188.0
0.0017418915999769,0.0001616272323105,0.0619216584000241,0.0506274274104715,0.0034571673472375,0.0004713204126061,189.0
0.0025508413999887,0.0013806265566931,0.0396061417999817,0.0521418068125269,0.0031445748411762,0.0013396860151341,190.0
0.0016078334000212,0.0002090068189619,0.0463024165999968,0.0642108817903246,0.0024493839331005,0.000626887104004,191.0
0.00213299979996,0.0009876706498111,0.037763991800034,0.0399006301943245,0.0022382865529839,0.0003235495558219,192.0
0.0021259163999957,0.0009076846840594,0.0085775168000054,0.0049551919556354,0.0013838134574691,0.0005363026968548,193.0
0.001668524799993,0.0002196603063719,0.0143187831999966,0.0135979484462945,0.0005169237435154,9.725013579840752e-05,194.0
0.0018579665999595,5.609936924388717e-05,0.0220365249999758,0.0186088782288883,0.0005401046690548,0.0002854916434407,195.0
0.0023074499999893,0.000946077009008,0.0288984333999906,0.0409287004829531,2.4771536279178086e-27,2.984837966497955e-27,196.0
0.0106574586000078,0.0115070596930195,0.0577250666000054,0.0623913012512851,3.510768354039551e-29,1.6328395669580618e-29,197.0
0.0033733499999925,0.001346104949059,0.0069065331999809,0.0023555392813646,3.845038694409186e-29,3.1035168801613146e-29,198.0
0.0074264834000359,0.0068184183602917,0.0175641249999898,0.0161292749834677,1.850346292229201e-29,8.123878202438497e-30,199.0
0.0119062085999757,0.0104177249045601,0.0551414415999715,0.0783346145583677,4.295869859978008e-29,6.19670739947155e-29,200.0
0.008020374999998126,0.004416636245095252,0.028622100000001184,0.028596500726858102,1.2740425276579022e-30,1.339099112029404e-31,250.0
0.01254101639999874,0.015429989010026585,0.04660025839999946,0.07828515648449932,8.635308278495071e-31,5.116433410378609e-32,300.0
0.015911033399999042,0.015290285705519328,0.01961018339999896,0.021776424975422096,7.798878080358036e-31,4.4353049882415237e-32,350.0
0.004920274800002744,0.0031950030660067457,0.022883225000003903,0.020783302217385006,9.727883211178519e-31,6.823677434680998e-32,400.0
0.006914791600001991,0.004713678727834198,0.04256967480000355,0.050379784737953355,9.109621861147354e-31,1.5611270933693965e-31,450.0
0.006311349600002814,0.0029744637370022605,0.030756941999999298,0.04215915534611426,8.898328012268572e-31,1.0537357569263835e-31,500.0
