training_time_mean,training_time_std,evaluation_time_mean,evaluation_time_std,calinski_harabasz_score_mean,calinski_harabasz_score_std,davies_bouldin_score_mean,davies_bouldin_score_std,adjusted_rand_score_mean,adjusted_rand_score_std,adjusted_mutual_info_score_mean,adjusted_mutual_info_score_std,homogeneity_score_mean,homogeneity_score_std,completeness_score_mean,completeness_score_std,silhouette_score_mean,silhouette_score_std,aic_mean,aic_std,bic_mean,bic_std,num_components
3.690385846199933,0.9492356711741043,0.0170732497965218,0.0041052230477177,121.64292644263152,5.211209754606253,2.115033773609456,0.0403107569422067,0.3905580753878465,0.0278940121852785,0.4093598836479835,0.0371874197596833,0.3341904164009702,0.030200950942787,0.5318841865273362,0.0482653550468778,0.1673768886044492,0.0087728851798639,-355272.51595865295,140005.10306754487,-183770.2747569472,140005.10306754487,2
4.234306235800614,1.6936411467512478,0.0143821173987817,0.0032442437022761,98.93135572405023,8.181923356238961,2.43063990395017,0.1131293472249476,0.7713813063554233,0.0452694309980798,0.7295777870263512,0.0417115256781161,0.7300050172015116,0.0420466088828908,0.7308095581536794,0.0411569324446167,0.1556665214431782,0.0083156101407893,-346376.23875366,106092.91140410112,-89120.67848627365,106092.91140410112,3
2.1397647425998003,0.4451674693857962,0.0108339678001357,0.0024062571404869,85.54761271485559,7.139156653295973,2.4320858454463385,0.2170803647542273,0.7375579169692456,0.0294667905094244,0.7227819041866388,0.0336345768476295,0.8014266300555744,0.0340760777182875,0.6601434089628422,0.0329190432705301,0.1433906609673307,0.0057985568651933,-312964.26091677294,97130.05409190484,30044.618416293884,97130.05409190484,4
2.8589590662013507,0.8319896383582055,0.0112128465960267,0.0037628416418838,75.03779750615598,2.605800584876994,2.611506019690541,0.2195689998221374,0.6318246833374876,0.0200536526900221,0.676607986120165,0.0154403747885651,0.8197232207794707,0.016480469891351,0.5784403396282001,0.0144874560173919,0.1246317493811728,0.0124768952029019,-298408.4574493998,102918.78710038622,130353.74094934744,102918.7871003862,5
3.913521799002774,0.9175906160678236,0.0155164531955961,0.0050775804817118,69.62075878016186,4.264548206952721,2.505410529282755,0.1564646538464572,0.526968408433256,0.0394596906633699,0.6450115060080759,0.0133468259774259,0.8377005132685607,0.0147961614574469,0.5275034560553606,0.0178313609217842,0.0998706655223224,0.0253663120127613,-269349.1955698566,92139.86914708874,245166.3218945712,92139.86914708874,6
8.00657447920239,2.885870329783376,0.0217266444029519,0.0053803065195792,60.78744142454575,3.2424074120881152,2.5424564312912814,0.2817824710173896,0.5102622081202186,0.0590917849884632,0.6280241568323551,0.0313493885349259,0.8423923666060498,0.0275554789609318,0.504277984811097,0.0321561900262718,0.0849554673689123,0.0310118242911146,-239307.8722168658,105320.2532272329,360960.96431324247,105320.2532272329,7
5.300482860399643,1.0664299774582315,0.0460364146041683,0.0249426478797207,56.43507476027381,4.2452569664163935,2.448219635694316,0.13900611879179,0.459045583618075,0.0486086222967623,0.5931251453781834,0.0145386891019488,0.8202230926217885,0.0127083151596493,0.4686397158144308,0.0177916067041907,0.0973471294923946,0.0186755692988448,-173589.27631168562,111483.22893622315,512432.8792841032,111483.22893622315,8
7.1452109074016334,1.7062848211097028,0.051033146600821,0.0161124567593279,51.07622206291891,3.195909753852116,2.5030583132313144,0.1412726313542651,0.4382557789954232,0.0248325870352507,0.5885415547218726,0.0161902163151515,0.8450583632133103,0.0225842104005236,0.4557485716524698,0.0131013018876031,0.0748638175427294,0.0342153575969189,-108375.09584815576,78654.26211865993,663400.3788133134,78654.26211865993,9
6.751802459399914,2.5871848812841725,0.0495174392039189,0.0197357544873245,46.517836906443335,2.149543423418767,2.48771049466493,0.1321562481316269,0.3967984754032502,0.0205710671813114,0.5632151333608244,0.0099108319007317,0.833440402458238,0.0173513937979261,0.4301316936407702,0.0079828607032164,0.0653682100835717,0.0223597880604691,-29002.18156627992,92936.02740816918,828526.6121608699,92936.0274081692,10
8.145733009802644,2.3977316219732527,0.0339752364001469,0.0123100041182767,44.29140769960542,1.370150024296314,2.561818235663728,0.0862597167913247,0.3453268992324839,0.0073077535011354,0.5462474541228428,0.0069715633102024,0.8466406753746838,0.0091278020630224,0.4082400253416469,0.0062945378613946,0.0638906250228868,0.0107092226175152,48659.6192716107,165489.3773002136,991941.7320644408,165489.3773002136,11
7.818323517803219,2.257114191272394,0.052733289200114,0.0369104885991716,41.02462438643391,1.7105903169063033,2.581133937476083,0.0583562073690567,0.357734474596976,0.0177454939650436,0.5370591238211021,0.0072910949165773,0.8336702391399646,0.0128939503481623,0.4017434917435158,0.0063300067136031,0.0634135639546083,0.0147938790691913,304968.203520967,232503.839383398,1334003.6353794776,232503.839383398,12
9.43187631900364,5.927790808073213,0.0771144759957678,0.0375493142474866,35.580006369535155,3.445185124392664,2.649371009579203,0.197857217398699,0.3267637911463102,0.0432023218288755,0.5110523538240461,0.0328727758059207,0.7957697227510806,0.0709471931702231,0.3832181916096098,0.0208915587274604,0.0315071865333612,0.0203647790207657,307356.5802501649,97391.2801595442,1422145.3311743562,97391.28015954416,13
6.717115984798875,0.8640015552602837,0.034747787201195,0.0046402157182382,35.8751817599583,2.2962436943188758,2.67700055699616,0.1615606843310283,0.3161792541050637,0.0421916392603883,0.5098970033494937,0.0350932964955776,0.8210342489208478,0.0531193484906322,0.3760361773928026,0.0258868284369469,0.0447023933142051,0.0071302001365729,479780.7518389064,292045.14658136136,1680322.821828778,292045.14658136136,14
5.211730227604858,1.6892549829326038,0.0345613640034571,0.0088538103624385,35.04873418787849,2.4782939452280504,2.681760007939397,0.0793450292222738,0.3005305254373113,0.0186033225154883,0.4937386451830171,0.0224347661434252,0.776721932035021,0.0504077148061289,0.3688523807840523,0.013750403671574,0.0378651650288733,0.0331892868132656,738707.2158024148,363172.5164769744,2025002.604857967,363172.5164769744,15
5.594910566197359,1.1483344841826073,0.03809331379598,0.0068531612330657,31.210926814901,2.539275654269396,2.4884866071366143,0.1414042229765109,0.3187700132817012,0.0402764436106977,0.5038011890557658,0.0270660442318489,0.7883471927323146,0.0264028214920602,0.3777579262114688,0.0235701810028806,0.0222585196845617,0.0128642142140383,1100799.8055586563,531459.6323877737,2472848.513679889,531459.6323877737,16
7.8044079232029615,3.185486750148002,0.0328875879989936,0.0017883749490655,32.80671092788443,3.916935931991885,2.512982269813957,0.2017939718270764,0.3253306488438587,0.0355649970989836,0.5158252774565958,0.0209144043222519,0.8230968710945932,0.0215857492676248,0.3830797717427073,0.0200401250267752,0.0196215756846315,0.0180260614243358,1258910.6388820573,436737.5718069133,2716712.666068971,436737.5718069134,17
7.85020284219936,3.2289285009892046,0.0374635093961842,0.002960509071384,27.714546418400243,0.9691725142512077,2.5507442581373394,0.1698783606173932,0.2726025800106066,0.026486894002555,0.4660675464472854,0.0275125787000946,0.7611481587722857,0.059968653606214,0.3447150421512492,0.0185748821721997,0.0150548196097083,0.0107900535512412,2007124.9464684492,776163.8260239708,3550680.292721043,776163.8260239707,18
7.02388701980235,3.281723220881707,0.0390930527966702,0.0038213431147709,27.425304749278457,2.4185897130892218,2.5752477135571104,0.1062884938013142,0.3005632836182533,0.0146623850701061,0.4853005862177925,0.0221162370533628,0.7695357039246737,0.0460271864471926,0.362833379841753,0.0130560879640681,0.0035581682579694,0.0136765945932088,3845196.9558715858,2007000.710230805,5474505.621189861,2007000.710230805,19
7.459072222397663,2.092415984154702,0.0390887050016317,0.0015289492607096,28.98506463056278,3.026608775455648,2.3662976747624715,0.1626972547359109,0.3770610936992514,0.0406823356271906,0.5166345280399559,0.0303489916415334,0.7826911837816992,0.0271283118306443,0.3940479366800752,0.0280507837882557,0.0018599000055383,0.0191477585038364,6014457.274809606,4972551.729295171,7729519.25919356,4972551.729295171,20
16.67017538639775,7.963857003355447,0.08345910679490771,0.031808638404638975,24.733881877057485,1.8919426765559921,2.2244765130743978,0.1535965716833117,0.2961179149457778,0.07031927114639511,0.4770089831929618,0.03809524715010816,0.7650887597691458,0.07463117071909807,0.3580723137705676,0.032312260464912264,-0.0032958859325074308,0.027042441227046903,31925345.914300263,13305734.869096393,34069174.49401262,13305734.869096393,25
10.415425565399346,0.7116068156771383,0.07925230200635269,0.024323714556473797,19.517852228187472,2.5544400076189175,2.385662938940818,0.14379017645654676,0.2351022157814548,0.04088344152698017,0.4473946324363546,0.03831075996742884,0.7584262123241958,0.08923770377732226,0.33039075388616573,0.0223740190202303,-0.019278808826813175,0.014772357224596518,62250754.969778195,4984258.462205872,64823350.14481896,4984258.462205875,30
12.14854355319694,2.6244697422867027,0.12187469239870552,0.024315133739332112,19.62160605113962,0.6546979092747248,2.3041467491832934,0.09517555886321727,0.17758020362882715,0.028092821371600293,0.446392166100813,0.019223785562967555,0.9030533842534055,0.007905334352823812,0.31185610203473163,0.015932179406360287,0.011891003804248386,0.010171199758583743,209859999.9674205,26005561.250299465,213290128.33311802,26005561.250299465,40
25.993451693397947,8.203296666058367,0.20367724920215552,0.05778444500002034,16.399410995835858,0.6305186129211175,2.1061803569185917,0.10561172181126349,0.16591668440879864,0.012821673884061547,0.4252348824844042,0.01679939172118816,0.8922100501042796,0.03936383430662429,0.29805724610308115,0.010491532220385395,-0.008104586124211216,0.013814389633451956,278422159.6163997,24178548.240110423,282709821.17275417,24178548.240110412,50
30.35797246940201,3.367934004769002,0.2622548344021197,0.041640787733051944,11.844021830934834,0.3651058153945481,1.9560708240657025,0.047110010287051814,0.11074558592791939,0.009564578480663834,0.3719092704508994,0.010288166455190437,0.9210350651820308,0.017402904889736306,0.26391633698129124,0.006755433269374692,-0.03931047138286711,0.013429937296954268,634585546.1853752,31087740.92242876,643160873.6950138,31087740.92242876,100
51.764118935997246,21.35648111180181,0.725446406393894,0.1593895632253442,9.862511102071533,0.4742116310987606,1.8232320663152966,0.027620645768238028,0.08200414270146308,0.013597125754651598,0.32925670343703395,0.009792154031072642,0.9212300034251175,0.015489517952274377,0.24251242742272586,0.00628594041690197,-0.038662651029583085,0.010495080868190731,867422078.4618943,27774123.452686667,880285071.9248167,27774123.452686667,150
65.90698922320152,29.79629503547052,1.3169451587978984,0.22663656631200585,8.906333245381736,0.17634889880737775,1.6720291074369686,0.012524553824107793,0.08447614588537564,0.011639521100217012,0.31345219693859344,0.007033857548869738,0.9131918751684607,0.015311109622494648,0.23740096709046749,0.004791430296618466,-0.0628116984346233,0.01914542810856194,966702667.5386465,36928957.57695406,983424560.3595245,36928957.57695406,195
